task_id,base,label,retry_rescues,switch_rescues,switch_dom,switch_som,switch_vision
61,vision.a,switch_only,0,1,1,1,
62,vision.a,switch_only,0,1,1,1,
63,vision.a,both,1,1,1,1,
64,vision.a,retry_only,1,0,0,0,
65,vision.a,neither,0,0,0,0,
66,vision.a,neither,0,0,0,0,
67,vision.a,neither,0,0,0,0,
68,vision.a,neither,0,0,0,0,
69,vision.a,neither,0,0,0,0,
70,vision.a,neither,0,0,0,0,
71,vision.a,neither,0,0,0,0,
72,vision.a,neither,0,0,0,0,
73,vision.a,neither,0,0,0,0,
74,vision.a,neither,0,0,0,0,
76,vision.a,switch_only,0,1,1,0,
77,vision.a,neither,0,0,0,0,
78,vision.a,switch_only,0,1,0,1,
80,vision.a,neither,0,0,0,0,
81,vision.a,neither,0,0,0,0,
82,vision.a,neither,0,0,0,0,
84,vision.a,neither,0,0,0,0,
85,vision.a,neither,0,0,0,0,
86,vision.a,neither,0,0,0,0,
88,vision.a,neither,0,0,0,0,
89,vision.a,neither,0,0,0,0,
91,vision.a,neither,0,0,0,0,
92,vision.a,neither,0,0,0,0,
93,vision.a,switch_only,0,1,1,0,
95,vision.a,neither,0,0,0,0,
96,vision.a,neither,0,0,0,0,
98,vision.a,neither,0,0,0,0,
99,vision.a,neither,0,0,0,0,
102,vision.a,switch_only,0,1,0,1,
104,vision.a,neither,0,0,0,0,
105,vision.a,switch_only,0,1,1,1,
107,vision.a,neither,0,0,0,0,
108,vision.a,neither,0,0,0,0,
109,vision.a,neither,0,0,0,0,
113,vision.a,neither,0,0,0,0,
114,vision.a,neither,0,0,0,0,
115,vision.a,both,1,1,1,1,
116,vision.a,both,1,1,1,1,
117,vision.a,neither,0,0,0,0,
118,vision.a,both,1,1,0,1,
119,vision.a,neither,0,0,0,0,
120,vision.a,neither,0,0,0,0,
121,vision.a,neither,0,0,0,0,
122,vision.a,neither,0,0,0,0,
128,vision.a,neither,0,0,0,0,
129,vision.a,neither,0,0,0,0,
132,vision.a,switch_only,0,1,1,0,
133,vision.a,neither,0,0,0,0,
134,vision.a,neither,0,0,0,0,
136,vision.a,neither,0,0,0,0,
137,vision.a,both,1,1,1,0,
138,vision.a,neither,0,0,0,0,
141,vision.a,neither,0,0,0,0,
142,vision.a,neither,0,0,0,0,
143,vision.a,neither,0,0,0,0,
144,vision.a,neither,0,0,0,0,
145,vision.a,neither,0,0,0,0,
146,vision.a,switch_only,0,1,1,0,
147,vision.a,switch_only,0,1,0,1,
148,vision.a,switch_only,0,1,0,1,
149,vision.a,switch_only,0,1,0,1,
150,vision.a,neither,0,0,0,0,
154,vision.a,neither,0,0,0,0,
155,vision.a,neither,0,0,0,0,
156,vision.a,neither,0,0,0,0,
157,vision.a,neither,0,0,0,0,
158,vision.a,neither,0,0,0,0,
159,vision.a,neither,0,0,0,0,
160,vision.a,both,1,1,0,1,
161,vision.a,both,1,1,0,1,
162,vision.a,neither,0,0,0,0,
168,vision.a,neither,0,0,0,0,
169,vision.a,neither,0,0,0,0,
170,vision.a,both,1,1,1,1,
171,vision.a,switch_only,0,1,0,1,
172,vision.a,neither,0,0,0,0,
175,vision.a,neither,0,0,0,0,
176,vision.a,neither,0,0,0,0,
177,vision.a,neither,0,0,0,0,
178,vision.a,neither,0,0,0,0,
180,vision.a,neither,0,0,0,0,
181,vision.a,switch_only,0,1,1,1,
182,vision.a,neither,0,0,0,0,
183,vision.a,switch_only,0,1,1,0,
184,vision.a,switch_only,0,1,0,1,
185,vision.a,neither,0,0,0,0,
190,vision.a,neither,0,0,0,0,
192,vision.a,both,1,1,0,1,
197,vision.a,neither,0,0,0,0,
198,vision.a,neither,0,0,0,0,
199,vision.a,neither,0,0,0,0,
200,vision.a,neither,0,0,0,0,
201,vision.a,switch_only,0,1,1,0,
202,vision.a,neither,0,0,0,0,
204,vision.a,neither,0,0,0,0,
206,vision.a,switch_only,0,1,0,1,
207,vision.a,neither,0,0,0,0,
208,vision.a,neither,0,0,0,0,
210,vision.a,neither,0,0,0,0,
211,vision.a,neither,0,0,0,0,
212,vision.a,neither,0,0,0,0,
213,vision.a,neither,0,0,0,0,
214,vision.a,switch_only,0,1,1,1,
215,vision.a,neither,0,0,0,0,
216,vision.a,neither,0,0,0,0,
217,vision.a,both,1,1,1,1,
218,vision.a,neither,0,0,0,0,
219,vision.a,neither,0,0,0,0,
223,vision.a,neither,0,0,0,0,
224,vision.a,neither,0,0,0,0,
225,vision.a,neither,0,0,0,0,
226,vision.a,neither,0,0,0,0,
227,vision.a,neither,0,0,0,0,
228,vision.a,neither,0,0,0,0,
229,vision.a,neither,0,0,0,0,
230,vision.a,neither,0,0,0,0,
231,vision.a,neither,0,0,0,0,
232,vision.a,neither,0,0,0,0,
0,vision.b,neither,0,0,0,0,
1,vision.b,switch_only,0,1,0,1,
3,vision.b,neither,0,0,0,0,
4,vision.b,switch_only,0,1,1,0,
6,vision.b,neither,0,0,0,0,
7,vision.b,neither,0,0,0,0,
8,vision.b,neither,0,0,0,0,
9,vision.b,neither,0,0,0,0,
12,vision.b,switch_only,0,1,0,1,
14,vision.b,neither,0,0,0,0,
17,vision.b,switch_only,0,1,0,1,
18,vision.b,neither,0,0,0,0,
19,vision.b,neither,0,0,0,0,
20,vision.b,neither,0,0,0,0,
21,vision.b,neither,0,0,0,0,
22,vision.b,switch_only,0,1,0,1,
23,vision.b,switch_only,0,1,1,0,
25,vision.b,switch_only,0,1,1,1,
26,vision.b,neither,0,0,0,0,
27,vision.b,neither,0,0,0,0,
28,vision.b,neither,0,0,0,0,
29,vision.b,neither,0,0,0,0,
30,vision.b,neither,0,0,0,0,
31,vision.b,neither,0,0,0,0,
32,vision.b,neither,0,0,0,0,
33,vision.b,neither,0,0,0,0,
34,vision.b,neither,0,0,0,0,
35,vision.b,neither,0,0,0,0,
36,vision.b,neither,0,0,0,0,
37,vision.b,neither,0,0,0,0,
38,vision.b,neither,0,0,0,0,
39,vision.b,neither,0,0,0,0,
40,vision.b,switch_only,0,1,1,0,
41,vision.b,neither,0,0,0,0,
42,vision.b,neither,0,0,0,0,
43,vision.b,neither,0,0,0,0,
45,vision.b,both,1,1,1,1,
47,vision.b,neither,0,0,0,0,
48,vision.b,both,1,1,1,1,
49,vision.b,switch_only,0,1,0,1,
51,vision.b,neither,0,0,0,0,
52,vision.b,both,1,1,1,1,
57,vision.b,neither,0,0,0,0,
58,vision.b,switch_only,0,1,0,1,
59,vision.b,neither,0,0,0,0,
60,vision.b,both,1,1,1,1,
61,vision.b,switch_only,0,1,1,1,
62,vision.b,switch_only,0,1,1,1,
65,vision.b,neither,0,0,0,0,
66,vision.b,neither,0,0,0,0,
67,vision.b,neither,0,0,0,0,
68,vision.b,neither,0,0,0,0,
69,vision.b,neither,0,0,0,0,
70,vision.b,neither,0,0,0,0,
71,vision.b,neither,0,0,0,0,
72,vision.b,neither,0,0,0,0,
73,vision.b,neither,0,0,0,0,
74,vision.b,neither,0,0,0,0,
76,vision.b,switch_only,0,1,1,0,
77,vision.b,neither,0,0,0,0,
78,vision.b,switch_only,0,1,0,1,
79,vision.b,both,1,1,1,0,
80,vision.b,neither,0,0,0,0,
81,vision.b,neither,0,0,0,0,
82,vision.b,neither,0,0,0,0,
84,vision.b,neither,0,0,0,0,
85,vision.b,neither,0,0,0,0,
86,vision.b,neither,0,0,0,0,
88,vision.b,neither,0,0,0,0,
89,vision.b,neither,0,0,0,0,
90,vision.b,retry_only,1,0,0,0,
91,vision.b,neither,0,0,0,0,
92,vision.b,neither,0,0,0,0,
93,vision.b,switch_only,0,1,1,0,
95,vision.b,neither,0,0,0,0,
96,vision.b,neither,0,0,0,0,
97,vision.b,retry_only,1,0,0,0,
98,vision.b,neither,0,0,0,0,
99,vision.b,neither,0,0,0,0,
102,vision.b,switch_only,0,1,0,1,
104,vision.b,neither,0,0,0,0,
105,vision.b,switch_only,0,1,1,1,
107,vision.b,neither,0,0,0,0,
108,vision.b,neither,0,0,0,0,
109,vision.b,neither,0,0,0,0,
110,vision.b,both,1,1,1,1,
113,vision.b,neither,0,0,0,0,
114,vision.b,neither,0,0,0,0,
117,vision.b,neither,0,0,0,0,
119,vision.b,neither,0,0,0,0,
120,vision.b,neither,0,0,0,0,
121,vision.b,neither,0,0,0,0,
122,vision.b,neither,0,0,0,0,
123,vision.b,retry_only,1,0,0,0,
128,vision.b,neither,0,0,0,0,
129,vision.b,neither,0,0,0,0,
132,vision.b,switch_only,0,1,1,0,
133,vision.b,neither,0,0,0,0,
134,vision.b,neither,0,0,0,0,
136,vision.b,neither,0,0,0,0,
138,vision.b,neither,0,0,0,0,
139,vision.b,both,1,1,1,1,
141,vision.b,neither,0,0,0,0,
142,vision.b,neither,0,0,0,0,
143,vision.b,neither,0,0,0,0,
144,vision.b,neither,0,0,0,0,
145,vision.b,neither,0,0,0,0,
146,vision.b,switch_only,0,1,1,0,
147,vision.b,switch_only,0,1,0,1,
148,vision.b,switch_only,0,1,0,1,
149,vision.b,switch_only,0,1,0,1,
150,vision.b,neither,0,0,0,0,
151,vision.b,both,1,1,1,0,
154,vision.b,neither,0,0,0,0,
155,vision.b,neither,0,0,0,0,
156,vision.b,neither,0,0,0,0,
157,vision.b,neither,0,0,0,0,
158,vision.b,neither,0,0,0,0,
159,vision.b,neither,0,0,0,0,
162,vision.b,neither,0,0,0,0,
168,vision.b,neither,0,0,0,0,
169,vision.b,neither,0,0,0,0,
171,vision.b,switch_only,0,1,0,1,
172,vision.b,neither,0,0,0,0,
174,vision.b,both,1,1,1,1,
175,vision.b,neither,0,0,0,0,
176,vision.b,neither,0,0,0,0,
177,vision.b,neither,0,0,0,0,
178,vision.b,neither,0,0,0,0,
179,vision.b,both,1,1,0,1,
180,vision.b,neither,0,0,0,0,
181,vision.b,switch_only,0,1,1,1,
182,vision.b,neither,0,0,0,0,
183,vision.b,switch_only,0,1,1,0,
184,vision.b,switch_only,0,1,0,1,
185,vision.b,neither,0,0,0,0,
186,vision.b,both,1,1,0,1,
187,vision.b,both,1,1,0,1,
190,vision.b,neither,0,0,0,0,
197,vision.b,neither,0,0,0,0,
198,vision.b,neither,0,0,0,0,
199,vision.b,neither,0,0,0,0,
200,vision.b,neither,0,0,0,0,
201,vision.b,switch_only,0,1,1,0,
202,vision.b,neither,0,0,0,0,
203,vision.b,retry_only,1,0,0,0,
204,vision.b,neither,0,0,0,0,
206,vision.b,switch_only,0,1,0,1,
207,vision.b,neither,0,0,0,0,
208,vision.b,neither,0,0,0,0,
210,vision.b,neither,0,0,0,0,
211,vision.b,neither,0,0,0,0,
212,vision.b,neither,0,0,0,0,
213,vision.b,neither,0,0,0,0,
214,vision.b,switch_only,0,1,1,1,
215,vision.b,neither,0,0,0,0,
216,vision.b,neither,0,0,0,0,
218,vision.b,neither,0,0,0,0,
219,vision.b,neither,0,0,0,0,
222,vision.b,both,1,1,1,1,
223,vision.b,neither,0,0,0,0,
224,vision.b,neither,0,0,0,0,
225,vision.b,neither,0,0,0,0,
226,vision.b,neither,0,0,0,0,
227,vision.b,neither,0,0,0,0,
228,vision.b,neither,0,0,0,0,
229,vision.b,neither,0,0,0,0,
230,vision.b,neither,0,0,0,0,
231,vision.b,neither,0,0,0,0,
232,vision.b,neither,0,0,0,0,
