newsletter_problem	newsletter_subscriber
newsletter_queue	newsletter_template
newsletter_queue_link	newsletter_queue
newsletter_queue_link	newsletter_subscriber
newsletter_queue_store_link	newsletter_queue
newsletter_queue_store_link	store
newsletter_subscriber	store
oauth_nonce	oauth_consumer
oauth_token	admin_user
oauth_token	oauth_consumer
oauth_token	customer_entity
paypal_billing_agreement	customer_entity
paypal_billing_agreement	store
paypal_billing_agreement_order	sales_order
paypal_billing_agreement_order	paypal_billing_agreement
paypal_cert	store_website
paypal_settlement_report_row	paypal_settlement_report
persistent_session	customer_entity
persistent_session	store_website
product_alert_price	customer_entity
product_alert_price	catalog_product_entity
product_alert_price	store
product_alert_price	store_website
product_alert_stock	customer_entity
product_alert_stock	catalog_product_entity
product_alert_stock	store
product_alert_stock	store_website
queue_message_status	queue_message
queue_message_status	queue
quote	store
quote_address	quote
quote_address_item	quote_address
quote_address_item	quote_item
quote_address_item	quote_address_item
quote_id_mask	quote
quote_item	quote_item
quote_item	quote
quote_item	store
quote_item_option	quote_item
quote_payment	quote
quote_shipping_rate	quote_address
rating	rating_entity
rating_option	rating
rating_option_vote	rating_option
rating_option_vote	review
rating_option_vote_aggregated	rating
rating_option_vote_aggregated	store
rating_store	rating
rating_store	store
rating_title	rating
rating_title	store
release_notification_viewer_log	admin_user
report_compared_product_index	customer_entity
report_compared_product_index	catalog_product_entity
report_compared_product_index	store
report_event	report_event_types
report_event	store
report_viewed_product_aggregated_daily	catalog_product_entity
report_viewed_product_aggregated_daily	store
report_viewed_product_aggregated_monthly	catalog_product_entity
report_viewed_product_aggregated_monthly	store
report_viewed_product_aggregated_yearly	catalog_product_entity
report_viewed_product_aggregated_yearly	store
report_viewed_product_index	customer_entity
report_viewed_product_index	catalog_product_entity
report_viewed_product_index	store
review	review_entity
review	review_status
review_detail	customer_entity
review_detail	review
review_detail	store
review_entity_summary	store
review_store	review
review_store	store
sales_bestsellers_aggregated_daily	store
sales_bestsellers_aggregated_monthly	store
sales_bestsellers_aggregated_yearly	store
sales_creditmemo	sales_order
sales_creditmemo	store
sales_creditmemo_comment	sales_creditmemo
sales_creditmemo_item	sales_creditmemo
sales_invoice	sales_order
sales_invoice	store
sales_invoice_comment	sales_invoice
sales_invoice_item	sales_invoice
sales_invoiced_aggregated	store
sales_invoiced_aggregated_order	store
sales_order	customer_entity
sales_order	store
sales_order_address	sales_order
sales_order_aggregated_created	store
sales_order_aggregated_updated	store
sales_order_item	sales_order
sales_order_item	store
sales_order_payment	sales_order
sales_order_status_history	sales_order
sales_order_status_label	sales_order_status
sales_order_status_label	store
sales_order_status_state	sales_order_status
sales_order_tax_item	sales_order_item
sales_order_tax_item	sales_order_item
sales_order_tax_item	sales_order_tax
sales_payment_transaction	sales_payment_transaction
sales_payment_transaction	sales_order
sales_payment_transaction	sales_order_payment
sales_refunded_aggregated	store
sales_refunded_aggregated_order	store
sales_sequence_profile	sales_sequence_meta
sales_shipment	sales_order
sales_shipment	store
sales_shipment_comment	sales_shipment
sales_shipment_item	sales_shipment
sales_shipment_track	sales_shipment
sales_shipping_aggregated	store
sales_shipping_aggregated_order	store
salesrule_coupon	salesrule
salesrule_coupon_aggregated	store
salesrule_coupon_aggregated_order	store
salesrule_coupon_aggregated_updated	store
salesrule_coupon_usage	salesrule_coupon
salesrule_coupon_usage	customer_entity
salesrule_customer	customer_entity
salesrule_customer	salesrule
salesrule_customer_group	customer_group
salesrule_customer_group	salesrule
salesrule_label	salesrule
salesrule_label	store
salesrule_product_attribute	eav_attribute
salesrule_product_attribute	customer_group
salesrule_product_attribute	salesrule
salesrule_product_attribute	store_website
salesrule_website	salesrule
salesrule_website	store_website
search_query	store
search_synonyms	store
search_synonyms	store_website
sitemap	store
store	store_group
store	store_website
store_group	store_website
tax_calculation	tax_class
tax_calculation	tax_class
tax_calculation	tax_calculation_rate
tax_calculation	tax_calculation_rule
tax_calculation_rate_title	tax_calculation_rate
tax_calculation_rate_title	store
tax_order_aggregated_created	store
tax_order_aggregated_updated	store
theme_file	theme
translation	store
ui_bookmark	admin_user
variable_value	store
variable_value	variable
vault_payment_token	customer_entity
vault_payment_token_order_payment_link	vault_payment_token
vault_payment_token_order_payment_link	sales_order_payment
weee_tax	eav_attribute
weee_tax	directory_country
weee_tax	catalog_product_entity
weee_tax	store_website
widget_instance	theme
widget_instance_page	widget_instance
widget_instance_page_layout	widget_instance_page
widget_instance_page_layout	layout_update
wishlist	customer_entity
wishlist_item	catalog_product_entity
wishlist_item	store
wishlist_item	wishlist
wishlist_item_option	wishlist_item
