cataloginventory_stock_item	cataloginventory_stock	CASCADE
catalogrule_customer_group	catalogrule	CASCADE
catalogrule_customer_group	customer_group	CASCADE
catalogrule_website	catalogrule	CASCADE
catalogrule_website	store_website	CASCADE
catalogsearch_recommendations	search_query	CASCADE
catalogsearch_recommendations	search_query	CASCADE
checkout_agreement_store	store	CASCADE
checkout_agreement_store	checkout_agreement	CASCADE
cms_block_store	cms_block	CASCADE
cms_block_store	store	CASCADE
cms_page_store	cms_page	CASCADE
cms_page_store	store	CASCADE
customer_address_entity	customer_entity	CASCADE
customer_address_entity_datetime	eav_attribute	CASCADE
customer_address_entity_datetime	customer_address_entity	CASCADE
customer_address_entity_decimal	eav_attribute	CASCADE
customer_address_entity_decimal	customer_address_entity	CASCADE
customer_address_entity_int	eav_attribute	CASCADE
customer_address_entity_int	customer_address_entity	CASCADE
customer_address_entity_text	eav_attribute	CASCADE
customer_address_entity_text	customer_address_entity	CASCADE
customer_address_entity_varchar	eav_attribute	CASCADE
customer_address_entity_varchar	customer_address_entity	CASCADE
customer_eav_attribute	eav_attribute	CASCADE
customer_eav_attribute_website	eav_attribute	CASCADE
customer_eav_attribute_website	store_website	CASCADE
customer_entity	store	SET NULL
customer_entity	store_website	SET NULL
customer_entity_datetime	eav_attribute	CASCADE
customer_entity_datetime	customer_entity	CASCADE
customer_entity_decimal	eav_attribute	CASCADE
customer_entity_decimal	customer_entity	CASCADE
customer_entity_int	eav_attribute	CASCADE
customer_entity_int	customer_entity	CASCADE
customer_entity_text	eav_attribute	CASCADE
customer_entity_text	customer_entity	CASCADE
customer_entity_varchar	eav_attribute	CASCADE
customer_entity_varchar	customer_entity	CASCADE
customer_form_attribute	eav_attribute	CASCADE
design_change	store	CASCADE
directory_country_region_name	directory_country_region	CASCADE
downloadable_link	catalog_product_entity	CASCADE
downloadable_link_price	downloadable_link	CASCADE
downloadable_link_price	store_website	CASCADE
downloadable_link_purchased	customer_entity	SET NULL
downloadable_link_purchased	sales_order	SET NULL
downloadable_link_purchased_item	sales_order_item	SET NULL
downloadable_link_purchased_item	downloadable_link_purchased	CASCADE
downloadable_link_title	downloadable_link	CASCADE
downloadable_link_title	store	CASCADE
downloadable_sample	catalog_product_entity	CASCADE
downloadable_sample_title	downloadable_sample	CASCADE
downloadable_sample_title	store	CASCADE
eav_attribute	eav_entity_type	CASCADE
eav_attribute_group	eav_attribute_set	CASCADE
eav_attribute_label	eav_attribute	CASCADE
eav_attribute_label	store	CASCADE
eav_attribute_option	eav_attribute	CASCADE
eav_attribute_option_swatch	store	CASCADE
eav_attribute_option_swatch	eav_attribute_option	CASCADE
eav_attribute_option_value	store	CASCADE
eav_attribute_option_value	eav_attribute_option	CASCADE
eav_attribute_set	eav_entity_type	CASCADE
eav_entity	eav_entity_type	CASCADE
eav_entity	store	CASCADE
eav_entity_attribute	eav_attribute	CASCADE
eav_entity_attribute	eav_attribute_group	CASCADE
eav_entity_datetime	eav_entity	CASCADE
eav_entity_datetime	store	CASCADE
